Date,Adj Close (BNB),Volume (BNB),Adj Close (BTC),Volume (BTC),Adj Close (USDT),Volume (USDT),Adj Close (ETH),Volume (ETH)
01/09/2018,11.3794,29776300,7193.25,4116050000,0.996813,2910380000,295.341003,1546630000
02/09/2018,11.2994,21757400,7272.720215,4329540000,0.997839,2844130000,294.371002,1321050000
03/09/2018,11.2611,18644300,7260.060059,4087760000,0.998642,2530750000,289.259003,1394490000
04/09/2018,11.3592,18878700,7361.660156,4273640000,0.999517,2758550000,285.722992,1554870000
05/09/2018,10.0866,29308300,6792.830078,5800460000,1.00795,4000180000,232.330994,2390390000
06/09/2018,10.2842,23466000,6529.169922,5523470000,1.00091,3695980000,230.214996,2097310000
07/09/2018,10.0373,16640400,6467.069824,4264680000,1.00636,2778320000,217.203003,1678260000
08/09/2018,9.52008,15053100,6225.97998,3835060000,1.00428,2345090000,197.951004,1517200000
09/09/2018,9.51263,13947300,6300.859863,3671890000,1.00498,2470930000,196.923996,1585980000
10/09/2018,9.52487,12427900,6329.700195,3714100000,1.00128,2300220000,197.078995,1502960000
11/09/2018,9.37396,18572100,6321.200195,3849910000,1.00454,2375530000,185.065994,1568900000
12/09/2018,9.21443,21323500,6351.799805,4064230000,1.00125,2512200000,183.330994,1874850000
13/09/2018,9.60406,24817100,6517.310059,4210910000,1.00635,3009780000,211.354004,2330720000
14/09/2018,9.93005,26124800,6512.709961,4076220000,1.00236,2804570000,211.748993,2232190000
15/09/2018,10.1103,27281100,6543.200195,3216300000,1.00086,2112840000,223.074005,1670490000
16/09/2018,9.93602,20623100,6517.180176,3273730000,1.00096,2103110000,220.589005,1502260000
17/09/2018,9.40526,22370800,6281.200195,3910780000,1.00411,2854420000,197.875,2019910000
18/09/2018,9.54406,23016100,6371.299805,4180090000,1.00225,2687350000,209.975006,1800640000
19/09/2018,9.61909,22684800,6398.540039,4431340000,1.00069,2635660000,209.968994,1733330000
20/09/2018,10.0745,27983700,6519.669922,4348110000,1.00154,2689090000,224.591003,1782070000
21/09/2018,10.4108,35228200,6734.950195,6531940000,0.994428,5090540000,246.584,2836200000
22/09/2018,10.245,21731800,6721.97998,4509660000,1.00092,3352660000,240.479996,1921820000
23/09/2018,10.2806,22673000,6710.629883,4197500000,0.999512,2804770000,244.330002,1693470000
24/09/2018,10.0359,19223700,6595.410156,4177310000,1.00063,2852810000,228.729996,1748740000
25/09/2018,9.78316,19256100,6446.470215,4726180000,1.00044,3572280000,218.505005,2120360000
26/09/2018,9.73663,18370400,6495,4437300000,1.00213,3380990000,215.847,1756100000
27/09/2018,10.0312,26966900,6676.75,4606810000,0.997107,3408680000,228.494003,2030320000
28/09/2018,9.96934,25097900,6644.129883,5014430000,1.00142,3447280000,222.401993,2018120000
29/09/2018,9.99914,26072400,6601.959961,4363690000,0.999602,3249000000,231.634995,2208720000
30/09/2018,10.0178,26954000,6625.560059,4002280000,1.00036,3307320000,232.848007,1765560000
01/10/2018,9.94366,25138500,6589.620117,4000970000,0.997925,3069480000,230.768005,1597500000
02/10/2018,10.3568,41386000,6556.100098,3979260000,0.999741,2818190000,227.181,1542080000
03/10/2018,10.2712,38371900,6502.589844,3887310000,0.998569,2812780000,220.488998,1683930000
04/10/2018,10.2556,32534900,6576.689941,3838410000,0.996185,2374680000,222.218002,1479500000
05/10/2018,10.6362,40756200,6622.47998,3671500000,0.995778,2330830000,227.600998,1547330000
06/10/2018,10.3721,30941000,6588.310059,3259740000,0.997177,2238520000,225.119995,1505070000
07/10/2018,10.519,32205000,6602.950195,3306630000,0.996617,2187670000,226.119003,1470480000
08/10/2018,10.5066,31932700,6652.22998,3979460000,0.995814,2594100000,229.255005,1470740000
09/10/2018,10.3849,27881100,6642.640137,3580810000,0.996779,2183500000,227.981995,1405130000
10/10/2018,10.328,26141100,6585.529785,3787650000,0.993502,2295300000,225.768997,1384040000
11/10/2018,9.30132,26084400,6256.240234,5181640000,0.993026,3772600000,189.498993,2167620000
12/10/2018,9.52894,26099400,6274.580078,3783500000,0.994102,2962380000,196.727005,1487900000
13/10/2018,9.54036,24253100,6285.990234,3064030000,0.988046,1961540000,199.841003,1167610000
14/10/2018,9.49674,22974000,6290.930176,3085320000,0.98957,2008170000,195.714996,1169260000
15/10/2018,10.3161,52331400,6596.540039,7370770000,0.980138,5891700000,209.703995,2865830000
16/10/2018,10.0109,30719200,6596.109863,4074800000,0.975152,2585550000,210.119995,1532280000
17/10/2018,9.90447,35325400,6544.430176,4088420000,0.971225,2569210000,207.082993,1444130000
18/10/2018,9.71658,29790800,6476.709961,3924080000,0.980858,2485030000,203.352005,1365860000
19/10/2018,9.76675,24658400,6465.410156,3578870000,0.987712,2322570000,203.727005,1264480000
20/10/2018,9.75463,23972200,6489.189941,3379130000,0.983831,2094040000,205.429993,1238780000
21/10/2018,9.7433,25790200,6482.350098,3253610000,0.983548,2188330000,205.141998,1190300000
22/10/2018,9.72685,27599800,6487.160156,3672860000,0.983998,2213350000,204.044006,1328980000
23/10/2018,9.80308,30852200,6475.740234,3716150000,0.987962,2111740000,204.335999,1237490000
24/10/2018,9.74532,26652600,6495.839844,3424670000,0.988612,1781560000,203.852005,1102220000
25/10/2018,9.69228,25207400,6476.290039,3230550000,0.988791,1677800000,202.718994,1102900000
26/10/2018,9.70268,24495800,6474.75,3306050000,0.989789,1881270000,203.328995,1161310000
27/10/2018,9.65445,22943000,6480.379883,3393250000,0.993097,1671750000,204.210007,1084810000
28/10/2018,9.66679,24760500,6486.390137,3445190000,0.998453,1729890000,205.365997,1139140000
29/10/2018,9.40262,24583200,6332.629883,4199910000,0.996859,2296810000,197.246994,1517230000
30/10/2018,9.38704,24305700,6334.27002,3781100000,0.996671,1983070000,197.556,1363500000
31/10/2018,9.36496,21398200,6317.609863,4191240000,0.988122,2152470000,197.380997,1442380000
01/11/2018,9.54922,19690100,6377.779785,3789400000,0.99172,2043660000,198.871994,1336700000
02/11/2018,9.57308,21304800,6388.439941,4234870000,0.993501,2373920000,200.634995,1451870000
03/11/2018,9.53021,19663500,6361.259766,3658640000,0.999433,2117390000,200.186005,1307150000
04/11/2018,9.62754,24079700,6376.129883,4390020000,0.988708,2955200000,207.485992,1749300000
05/11/2018,9.67251,21103300,6419.660156,4174800000,0.993176,2757810000,209.091003,1613510000
06/11/2018,9.78081,24810200,6461.009766,4700040000,0.992796,3076640000,218.451996,1856940000
07/11/2018,9.81693,23433700,6530.140137,4941260000,0.99327,3266710000,217.182999,1927830000
08/11/2018,9.65095,21877100,6453.720215,4665260000,0.994333,2951660000,212.231003,1769080000
09/11/2018,9.5542,18859800,6385.620117,4346820000,0.994832,2643090000,210.074005,1554750000
10/11/2018,9.55752,18550600,6409.220215,3705320000,0.99718,2558040000,212.533005,1377760000
11/11/2018,9.466,18889600,6411.27002,3939060000,0.990462,2634060000,211.339996,1501600000
12/11/2018,9.36122,19452700,6371.27002,4295770000,0.989148,2716680000,210.417999,1452380000
13/11/2018,9.24841,17068400,6359.490234,4503800000,0.985118,2679670000,206.826004,1610260000
14/11/2018,8.40701,19518100,5738.350098,7398940000,0.966644,4749050000,181.397003,2595330000
15/11/2018,8.18486,19131700,5648.029785,7032140000,0.982022,4956910000,180.806,2638410000
16/11/2018,7.88448,18869500,5575.549805,5279320000,0.987027,3454560000,175.177002,2015330000
17/11/2018,7.7182,16973900,5554.330078,4303150000,0.985869,2909490000,174.001007,1832800000
18/11/2018,7.99976,13784000,5623.540039,4159680000,0.992533,3037000000,177.067001,1810920000
19/11/2018,6.63209,21567100,4871.490234,7039560000,0.98273,5189080000,149.175003,2745160000
20/11/2018,5.76021,25989200,4451.870117,8428290000,0.968799,5908970000,130.339005,3134410000
21/11/2018,6.19905,14208800,4602.169922,6120120000,0.987504,4348950000,136.701004,2685930000
22/11/2018,5.75555,9885300,4365.939941,4569370000,0.998188,3287830000,126.706001,1792150000
23/11/2018,5.55743,9943370,4347.109863,4871490000,0.98257,3775250000,123.295998,1998010000
24/11/2018,5.11528,11938900,3880.76001,4679500000,0.980224,3549490000,113.494003,1800960000
25/11/2018,5.18058,12236300,4009.969971,6825640000,0.980969,5223930000,116.449997,2466750000
26/11/2018,4.92645,10132300,3779.129883,6476900000,0.977243,4696030000,108.334999,2139490000
27/11/2018,4.91305,9050190,3820.719971,5998720000,0.98426,4071230000,110.010002,2320010000
28/11/2018,5.33696,15392800,4257.419922,7280280000,0.998622,4765620000,122.438004,2673470000
29/11/2018,5.346633,13027940,4278.84668,6503347767,0.997377,4348557871,117.542648,2196099151
30/11/2018,5.078572,10699024,4017.268555,6048016717,0.991823,4065662222,113.171417,2020748396
01/12/2018,5.288723,12291155,4214.671875,5375314093,1.001052,3306556081,118.635559,2131475768
02/12/2018,5.250417,11848313,4139.87793,5262697895,0.998372,3221855294,116.388901,1856199149
03/12/2018,5.109251,12193045,3894.130859,5089570994,0.996594,3069963646,108.925018,1772756193
04/12/2018,5.880791,39059359,3956.893799,5028069239,1.000031,3048831081,110.214188,1748116495
05/12/2018,5.984278,61589926,3753.994873,5302481574,0.992966,3119796461,102.475555,1990157607
06/12/2018,4.951687,38404207,3521.101807,5878333109,0.998296,3702066873,91.761055,2310716932
07/12/2018,4.52865,24895395,3419.937256,6835615448,1.001431,4636871756,93.294563,2554304530
08/12/2018,4.700418,16534323,3476.114746,5305024497,1.019975,3700874976,92.159637,1855759401
09/12/2018,4.859104,17862646,3614.234375,4947372847,1.015502,3210392369,95.142059,1875567180
10/12/2018,4.712263,13851408,3502.656006,5020968740,1.016604,3208473004,91.685654,1756437577
11/12/2018,4.940698,19625570,3424.588135,4696765188,1.009794,3002221768,88.945305,1707497898
12/12/2018,5.023137,17783397,3486.950195,4139364829,1.009756,2623601152,90.5933,1533050103
13/12/2018,4.650704,14503435,3313.677246,4343372456,1.003378,2657124589,86.539314,1754475622
14/12/2018,4.533357,13544913,3242.484863,4372763663,1.002197,2751719689,84.308296,1651491877
15/12/2018,4.563012,12572161,3236.761719,3551763561,1.004989,2191631708,84.440811,1496176898
16/12/2018,4.645258,14565932,3252.839111,3744248994,1.006336,2322330505,85.2621,1565817037
17/12/2018,5.110017,17799305,3545.864746,5409247918,1.009941,3775394830,95.133827,2101453024
18/12/2018,5.60027,26195539,3696.059082,5911325473,1.012868,4567397832,101.112457,2277514076
19/12/2018,5.491901,25173916,3745.950684,6810689119,1.022362,5315586579,101.268578,2456482115
20/12/2018,5.792257,27976597,4134.441406,8927129279,1.019417,6967777735,116.216873,3063842618
21/12/2018,5.567144,24440098,3896.543701,7206015706,1.015506,5957952408,109.496231,2632539990
22/12/2018,5.930578,28188479,4014.182617,5605823233,1.020806,4244056323,116.759499,2338772939
23/12/2018,6.059008,29722800,3998.980225,6151275490,1.015955,5243877298,130.765259,3579715061
24/12/2018,6.144924,30471526,4078.599121,7240968501,1.015777,6912098933,140.238007,4370343387
25/12/2018,5.547575,19913983,3815.490723,6158207293,1.01905,5493940637,129.844345,3298280609
26/12/2018,5.713105,19526927,3857.297607,5326547918,1.01955,4461185016,131.865631,2720469126
27/12/2018,5.27545,16073455,3654.833496,5130222366,1.024174,3977540744,116.575912,2612804378
28/12/2018,6.011828,23929897,3923.918701,5631554348,1.02316,4639997631,137.647018,3130201009
29/12/2018,5.83234,20325768,3820.408691,4991655917,1.031473,4372940348,138.018341,3169029972
30/12/2018,5.995711,21109984,3865.952637,4770578575,1.019086,3762583033,139.859451,2660086834
31/12/2018,6.164732,38216014,3742.700439,4661840806,1.013722,3447513904,133.368256,2358360234
01/01/2019,6.075273,23891162,3843.52002,4324200990,1.018335,3139234963,140.819412,2258709868
02/01/2019,6.188613,30308610,3943.409424,5244856836,1.024012,4442755398,155.047684,3328240369
03/01/2019,5.903535,22821639,3836.741211,4530215219,1.019473,3487202823,149.13501,2676164880
04/01/2019,6.065138,29311136,3857.717529,4847965467,1.0172,3895786727,154.58194,3126192535
05/01/2019,6.065543,30340637,3845.19458,5137609824,1.018489,3993806914,155.638596,3338211928
06/01/2019,6.395979,41574183,4076.632568,5597027440,1.023578,4224650070,157.746201,3231294371
07/01/2019,6.291411,37914513,4025.248291,5228625637,1.013987,3761972510,151.699219,2712108388
08/01/2019,6.640054,65660517,4030.8479,5306593305,1.01935,3843200052,150.359634,2459808140
09/01/2019,6.64155,74676974,4035.296387,5115905225,1.01683,3694148978,150.803116,2369241197
10/01/2019,5.915919,75844882,3678.924561,6874143796,1.02346,5844376311,128.625183,3397734456
11/01/2019,6.075342,50239804,3687.365479,5538712865,1.023316,4194066259,127.548325,2667585234
12/01/2019,5.976965,32654874,3661.301025,4778170883,1.020881,3258438567,125.96653,2212109224
13/01/2019,5.568757,26590183,3552.953125,4681302466,1.020091,3380321686,116.897804,2268263944
14/01/2019,6.159282,43109288,3706.052246,5651384490,1.020856,4072427029,129.068726,2798085735
15/01/2019,5.919048,25427436,3630.675293,5537192302,1.020558,3956962447,122.032715,2735449164
16/01/2019,6.186014,35059223,3655.006836,5394457145,1.018522,3933540777,123.547066,2746469340
17/01/2019,6.417832,36306127,3678.563965,5464420383,1.017495,4146824182,123.74192,2594091285
18/01/2019,6.56304,43105423,3657.839355,5002961727,1.017251,3661299223,121.010262,2305389800
19/01/2019,6.635449,46981638,3728.568359,5955691380,1.016782,3961648844,124.51902,3048261797
20/01/2019,6.493869,49479090,3601.013672,5582489560,1.017146,4389435191,119.474831,2964108269
21/01/2019,6.553025,36321046,3576.032471,5004347059,1.013376,3497758658,117.157852,2421720343
22/01/2019,6.523199,31986617,3604.577148,5313623556,1.009036,3879616222,118.747551,2552507405
23/01/2019,6.541402,33083575,3585.123047,5433755649,1.008297,3663985821,117.452606,2556952198
24/01/2019,6.505792,26614401,3600.865479,5262869046,1.00854,3581348682,117.362885,2520843420
25/01/2019,6.737325,43731936,3599.765869,5265847539,1.010522,3634209137,116.378342,2606881898
26/01/2019,7.006565,48498979,3602.460449,5098183235,1.009264,3445405585,116.488739,2412181169
27/01/2019,7.088199,52872347,3583.96582,5570752966,1.008717,3932642453,113.405289,2775888287
28/01/2019,6.206182,82427200,3470.450439,6908930483,1.00883,4951907623,106.589973,3366895505
29/01/2019,6.18167,49291811,3448.116943,5897159493,1.009438,4206195777,105.598213,2900418606
30/01/2019,6.174529,41310644,3486.181641,5955112627,1.007188,4249354160,108.907539,2874370355
31/01/2019,6.268436,52240451,3457.792725,5831198271,1.00649,4110696174,107.061012,2828796031
01/02/2019,6.562617,56050947,3487.945313,5422926707,1.006309,3949396927,107.609787,2541271519
02/02/2019,6.891695,56627089,3521.060791,5071623601,1.0027,3806913471,110.43026,2385157838
03/02/2019,6.738165,59942158,3464.013428,5043937584,1.000047,3756996124,107.492668,2519334757
04/02/2019,7.1005,71959989,3459.154053,5332718886,0.999826,3770858317,107.821602,2491888675
05/02/2019,7.81981,96588397,3466.357422,5227549545,0.999532,3691717612,107.44352,2515863999
06/02/2019,8.086174,118867601,3413.767822,5482196038,1.001003,4271302713,104.919289,2593048199
07/02/2019,7.730325,86056681,3399.47168,5004962683,1.001078,3569921563,104.535301,2326764622
08/02/2019,8.575567,103694036,3666.780273,7735623101,1.001943,6153689552,119.267746,3656841347
09/02/2019,8.871357,106420119,3671.203613,6158833645,1.000295,4749715865,119.430885,2884650400
10/02/2019,9.21154,125419865,3690.188232,6282256903,1.004217,4965113768,124.806488,3148766590
11/02/2019,9.551809,136029624,3648.430664,6277056434,1.003165,5144064149,121.298393,3222473887
12/02/2019,9.341781,123194872,3653.528564,6480384532,1.003979,5105059634,122.572289,3149576429
13/02/2019,8.941073,95068052,3632.070557,6438903823,1.003968,5228665975,122.553604,3386585799
14/02/2019,8.782048,72389547,3616.880859,6271044418,1.006482,4761618448,121.390205,3331701628
15/02/2019,9.273832,83961438,3620.810791,6091952231,1.003441,5016161093,122.100388,3021741615
16/02/2019,9.129251,65705040,3629.787598,5934744052,1.003264,4506743621,123.260216,2905833287
17/02/2019,9.216046,66977126,3673.836182,7039512503,1.000956,5746888553,133.598877,4236081130
18/02/2019,9.634436,79003060,3915.714355,9908216640,1.005453,9082574152,146.098373,5387525773
19/02/2019,10.563078,128091178,3947.094482,9933626655,1.007616,9304885086,145.346191,5310842625
20/02/2019,10.966056,118033473,3999.820557,8693373948,1.006978,8091720630,149.554337,4500094965
21/02/2019,10.492892,85754656,3954.118164,7775128102,1.004418,6765318432,146.130844,3995766856
22/02/2019,10.837115,82256314,4005.526611,7826525254,1.00854,6931449681,149.092453,3731099284
23/02/2019,10.781801,81628102,4142.526855,8922258316,1.008529,8122320488,158.795425,4519468458
24/02/2019,10.113093,113588899,3810.42749,10794227451,1.012046,11405442806,135.852661,5957715043
25/02/2019,9.842012,146043498,3882.696289,9318796067,1.015052,9138604588,139.822861,4914392068
26/02/2019,9.521595,88437694,3854.35791,7931218996,1.010847,7159288173,138.089676,3791292839
27/02/2019,9.899132,93800328,3851.047363,8301309684,1.009045,7569906987,136.125961,4469776860
28/02/2019,10.365178,100626963,3854.7854,8399767798,1.010067,7911756336,136.746246,4535438953
01/03/2019,11.393217,117838677,3859.58374,7661247975,1.006868,6628411253,136.443619,3756124824
02/03/2019,11.869744,120807894,3864.415039,7578786076,1.011416,6623334103,134.206955,3747176425
03/03/2019,11.537903,89868246,3847.175781,7253558152,1.01022,6148316202,132.24942,3454374053
04/03/2019,11.545945,89421231,3761.557129,9029175788,1.011617,8129567032,127.774124,4008171341
05/03/2019,13.811967,237026335,3896.375,10174126415,1.011154,9791470887,137.822388,4764849990
06/03/2019,14.517946,191016822,3903.942627,9175291529,1.010583,8754632122,138.789352,4589054219
07/03/2019,15.145886,236520320,3911.484375,9584165519,1.008475,8964016754,138.0345,4339206292
08/03/2019,14.366936,227303083,3901.131592,10638638944,1.009525,9170949582,135.127075,4678816794
09/03/2019,14.565879,160640089,3963.313721,10796103518,1.005976,9012563866,137.965332,5011918715
10/03/2019,14.494439,140866074,3951.599854,9713267607,1.008822,7993146408,136.758682,4578438499
11/03/2019,14.514414,152327295,3905.227295,10125901903,1.00878,8754662156,133.83403,4689807419
12/03/2019,15.406131,169525508,3909.15625,9809887079,1.006598,8193056943,134.442886,4709988000
13/03/2019,15.115124,145402739,3906.717285,9469184841,1.010083,7861726433,133.263077,4265162099
14/03/2019,15.051104,137039682,3924.369141,10480789570,1.010707,8089597848,133.711594,4476532147
15/03/2019,15.077102,124146334,3960.911133,9394210605,1.009801,8024364516,137.691788,4506861856
16/03/2019,16.119011,143423670,4048.72583,9856166973,1.010961,9333467997,142.398178,4839003569
17/03/2019,15.761146,131687083,4025.229004,8221625400,1.009218,7070867589,140.000549,3827157729
18/03/2019,15.682012,132882167,4032.507324,9646954186,1.010947,8604028178,139.374603,4551739879
19/03/2019,15.693595,216950178,4071.190186,9344919956,1.01401,8243478388,140.519196,4251488129
20/03/2019,15.280023,136054765,4087.476318,10175916388,1.010557,9474331302,140.686356,4664134462
21/03/2019,14.517393,152779939,4029.326904,10831212662,1.011736,10022422933,136.636063,5087247796
22/03/2019,15.266424,149753510,4023.968262,9252935969,1.007622,8043069056,137.181442,4490899266
23/03/2019,15.235995,143128548,4035.826416,9578850549,1.007352,8252465265,138.239868,4436568613
24/03/2019,17.285357,314554203,4022.168213,9144851065,1.005638,7789146127,136.986923,4266845458
25/03/2019,16.841007,199413830,3963.070557,10359818883,1.007552,9042276853,135.031021,4480516753
26/03/2019,16.335665,186112032,3985.080811,10707678815,1.010339,9075098633,135.460358,4499271679
27/03/2019,16.781343,202275822,4087.066162,10897131934,1.012253,10893307729,140.988159,5228240093
28/03/2019,16.80533,189454288,4069.107178,9353915899,1.010852,8064353737,139.416473,4163212475
29/03/2019,16.510141,172002338,4098.374512,10918665557,0.998496,9802241562,142.497421,5125602702
30/03/2019,16.932213,182021376,4106.660156,9732688060,1.000349,9083798415,142.092682,5144662127
31/03/2019,17.40167,199990283,4105.404297,9045122443,1.000559,8108743211,141.514099,4249050197
01/04/2019,17.950502,202977286,4158.183105,10157794171,1.003026,9569263475,141.830322,4611999536
02/04/2019,19.789783,264406306,4879.87793,21315047816,1.008167,21843762437,163.961746,9826645698
03/04/2019,18.753063,254862222,4973.021973,22899891582,1.007502,26557549335,161.458801,10622456246
04/04/2019,19.142689,214630296,4922.798828,18251810240,1.005421,19847220123,158.052536,7953123529
05/04/2019,19.453466,181774781,5036.681152,16837325387,1.00701,16216708300,165.514847,7531316908
06/04/2019,19.115629,155317547,5059.817383,16929795194,1.003663,16693450474,165.947205,7167016221
07/04/2019,19.110271,149525473,5198.896973,16655416140,1.004601,16782653244,174.531647,7596176020
08/04/2019,18.113703,178255322,5289.770996,17154113634,1.008983,17972924418,180.25882,9304964610
09/04/2019,18.435053,203380139,5204.958496,14722104361,1.007853,14315304509,176.114578,7632529578
10/04/2019,18.248579,180291307,5324.551758,15504590933,1.003762,15995091262,177.337479,7856924879
11/04/2019,17.70048,159364357,5064.487793,16555616019,1.005609,17391967979,165.497025,7859383417
12/04/2019,18.434271,171773154,5089.539063,13675206312,1.007195,13546700426,164.736328,6237185309
13/04/2019,18.719797,167393154,5096.586426,10823289598,1.006739,10655745799,164.513351,4959301561
14/04/2019,19.49202,189084742,5167.722168,10391952498,1.005378,9870255987,167.838516,4846298303
15/04/2019,19.402426,176699111,5067.108398,12290155061,1.00121,12810459909,161.574173,5672311824
16/04/2019,19.827456,174830782,5235.55957,11618660197,1.010522,10983003413,167.623444,5180105341
17/04/2019,19.60335,186563033,5251.937988,12438480677,1.006307,11369931706,166.95076,5596102715
18/04/2019,22.038479,376729341,5298.385742,13256489918,1.004995,12499290660,173.814026,6971581464
19/04/2019,24.475281,397681147,5303.8125,13780238655,1.005918,12376436010,173.708435,6541053061
20/04/2019,25.007528,311312466,5337.88623,13169647522,1.005203,11106675016,173.751266,6142567812
21/04/2019,24.193829,281288778,5314.53125,13731844223,1.006657,12526292374,170.046524,6005571688
22/04/2019,23.90811,254544860,5399.365234,14601631648,1.006089,12392918470,171.874664,6094878077
23/04/2019,22.876261,264898474,5572.362305,15867308108,1.008323,13668552021,171.4478,7097827092
24/04/2019,23.129068,259839247,5464.866699,17048033399,1.005564,15689022306,165.826096,7351304156
25/04/2019,22.243107,244068802,5210.515625,15330283408,0.992808,13786916955,154.459396,6820332362
26/04/2019,22.869429,253113255,5279.348145,16812108040,0.991103,15229200868,156.347092,7505283355
27/04/2019,22.341587,205615716,5268.291016,13111274675,0.994751,10698521526,158.434937,5863109118
28/04/2019,22.89934,222693167,5285.13916,12819992056,0.993873,10548623452,157.295074,5379894433
29/04/2019,21.705067,201243334,5247.352539,13735490672,1.00037,12221464798,155.201996,6053776253
30/04/2019,22.127836,190326179,5350.726563,13878964574,1.006049,12702033347,162.166031,6275803460
01/05/2019,21.953621,180070221,5402.697266,13679528236,1.00215,11389167590,160.818344,5789172433
02/05/2019,23.59193,228233321,5505.283691,14644460907,1.001149,12403603820,162.122787,6044171062
03/05/2019,23.749628,218859579,5768.289551,18720780006,1.001222,16697196560,167.952408,7299410672
04/05/2019,22.884832,193177736,5831.16748,17567780766,1.000478,15580791271,164.026581,6658100049
05/05/2019,23.019953,171107466,5795.708496,14808830723,1.002276,12450308259,163.450699,5938415562
06/05/2019,22.206635,175856220,5746.807129,15737171804,0.999546,14133150896,172.653214,7540096853
07/05/2019,20.86418,171922295,5829.501465,18026409033,0.998015,16055442570,169.79866,8411140170
08/05/2019,20.752676,247852849,5982.45752,15320605300,1.001374,12724666198,170.948166,6416569598
09/05/2019,18.828356,204395709,6174.528809,16784645411,0.999281,13582927983,170.289307,6546914198
10/05/2019,19.598108,209097573,6378.849121,19419875368,1.001102,16345518855,173.142746,8036919053
11/05/2019,21.049442,298063616,7204.771484,28867562329,1.000759,26823706394,194.304337,12578331654
12/05/2019,20.830297,239206084,6972.371582,27773333680,0.995634,26115401657,187.325317,10326050090
13/05/2019,23.811028,404049210,7814.915039,28677672181,1.005109,24593762690,196.846283,10367149039
14/05/2019,23.626419,328207185,7994.416016,32031452227,1.000001,31171158466,217.148575,12751049755
15/05/2019,26.894939,357899657,8205.167969,28344112920,1.002776,27509475185,247.153061,13460006534
16/05/2019,26.325806,368906500,7884.90918,33167197581,0.99904,34137196163,264.01001,18661465873
17/05/2019,25.682571,398169924,7343.895508,30066644905,0.996773,32783960324,243.764587,16037551694
18/05/2019,28.396793,470683583,7271.208008,21354286562,0.99664,21555335780,234.59523,10933142646
19/05/2019,29.412844,494423260,8197.689453,25902422040,1.01061,26838449167,261.292206,12049250894
20/05/2019,29.305387,457260435,7978.309082,23843404340,1.003848,23800323103,251.86441,10834541285
21/05/2019,32.007378,742382920,7963.327637,25127245056,1.005497,21591636939,255.215881,11545049593
22/05/2019,31.422043,534057314,7680.066406,24719473175,1.001399,21111582275,244.698914,9818257463
23/05/2019,31.515736,536619660,7881.84668,24457107820,1.004428,21455730501,245.965668,10671663487
24/05/2019,33.841393,648459287,7987.371582,25919126991,1.003004,23073515294,249.484985,9929433206
25/05/2019,35.053101,637380073,8052.543945,22256813107,1.003458,18881328532,251.759872,8924985385
26/05/2019,34.104851,611208604,8673.21582,26677970091,1.009858,21971964413,267.069641,9664267731
27/05/2019,33.680679,598117911,8805.77832,27949839564,1.004945,27213312566,272.86264,12074664736
28/05/2019,33.360947,516116377,8719.961914,24226919267,1.00001,24888400606,271.768707,10362846898
29/05/2019,33.744354,564894524,8659.487305,23473479966,1.001285,23307763254,269.455688,9819132174
30/05/2019,32.291065,517229671,8319.472656,29246528551,1.001971,31068176490,255.858948,13604268584
31/05/2019,32.748165,503989734,8574.501953,25365190957,1.003473,25677215086,268.113556,11255023515
01/06/2019,33.013649,572703757,8564.016602,22488303544,1.003931,22485000932,265.391266,9942869852
02/06/2019,33.174049,461362658,8742.958008,20266216022,1.002115,19634978743,270.225525,8744111713
03/06/2019,31.391956,417996141,8208.995117,22004511436,0.999562,22385023537,252.607925,9375712917
04/06/2019,29.380625,421064886,7707.770996,24609731549,0.995063,25914212183,241.338791,10132549747
05/06/2019,31.006264,464095694,7824.231445,21760923463,1.005081,21458472361,247.05101,8548917062
06/06/2019,31.480104,416584078,7822.023438,19474611077,1.00367,18802214962,249.474335,8265146806
07/06/2019,31.587482,342881981,8043.951172,19141423231,1.00665,18921026163,250.930359,8379534528
08/06/2019,32.066322,428041268,7954.12793,16522722810,1.004727,16292169466,245.738098,7225996863
09/06/2019,30.558287,336574887,7688.077148,16610726547,1.002971,17201793659,233.0867,7566421456
10/06/2019,32.064728,459590416,8000.32959,18689275117,1.005629,19122573655,247.520126,8141159848
11/06/2019,32.262657,393897651,7927.714355,17107279932,1.005074,16753427566,245.78183,7382269700
12/06/2019,34.686386,547786335,8145.857422,19034432883,1.002928,18810991260,260.90329,8645598618
13/06/2019,35.143143,512885462,8230.923828,18669407147,1.001899,18003592840,256.168793,8442077836
14/06/2019,33.076382,737850145,8693.833008,19831162906,1.006155,18830907639,264.087463,8676891267
15/06/2019,32.825863,489033316,8838.375,18371033226,1.00556,17956308862,269.019318,8126853944
16/06/2019,32.402725,389404410,8994.488281,23348550311,1.002959,23029024600,269.223206,9676746453
17/06/2019,33.917877,439337220,9320.352539,15562951919,1.004986,15343961198,274.351105,6009795781
18/06/2019,34.339508,484975596,9081.762695,15848210536,0.999952,15771300771,265.051849,6205242504
19/06/2019,35.287197,509791358,9273.521484,15546809946,1.002128,14726683847,269.431793,5516510947
20/06/2019,36.726063,636578809,9527.160156,17846823784,1.000227,17138142841,271.695007,6408981097
21/06/2019,38.815918,438604247,10144.55664,20624008643,1.002799,20328307388,294.910278,9331694140
22/06/2019,37.799755,428828573,10701.69141,29995204861,0.995817,29687375142,309.38031,10613731255
23/06/2019,37.134727,369969675,10855.37109,20998326502,0.996691,20905913458,307.827789,8161062380
